Date,Open,High,Low,Close,Adj Close,Volume
2021-05-20,25.430376,31.430553,23.314009,28.970631,28.970631,55709524
2021-05-21,29.032270,39.735310,27.858265,36.138741,36.138741,127980517
2021-05-22,36.561264,36.561264,29.324099,31.375690,31.375690,78551878
2021-05-23,31.388554,32.199104,12.572027,16.222698,16.222698,80915452
2021-05-24,16.066191,19.840935,14.775322,17.607742,17.607742,45379968
2021-05-25,17.552910,18.020699,14.747601,16.497395,16.497395,24618175
2021-05-26,16.444691,17.464338,15.792411,16.805773,16.805773,16719252
2021-05-27,16.874205,22.628452,15.466998,19.586119,19.586119,54134265
2021-05-28,19.664711,19.664711,16.139654,16.838257,16.838257,25743786
2021-05-29,16.771606,17.654982,14.444252,15.466378,15.466378,10085139
2021-05-30,15.536966,16.825798,14.689565,16.016285,16.016285,7778772
2021-05-31,16.017906,16.835579,15.181807,16.530039,16.530039,7899146
2021-06-01,16.562809,16.692823,15.538937,15.877988,15.877988,5427609
2021-06-02,15.850432,16.602852,15.747383,16.025553,16.025553,6548557
2021-06-03,15.998983,17.883472,15.903148,16.614664,16.614664,12284661
2021-06-04,16.603680,16.990034,14.922090,15.496088,15.496088,11043351
2021-06-05,15.491260,16.293198,15.081003,15.361145,15.361145,7534080
2021-06-06,15.369855,15.711011,15.218966,15.514974,15.514974,2892897
2021-06-07,15.505149,15.974826,13.873939,13.926652,13.926652,5757442
2021-06-08,13.971881,14.412797,12.597327,14.021377,14.021377,5781909
2021-06-09,14.027164,14.593074,13.341063,14.578230,14.578230,4301731
2021-06-10,14.539979,16.898211,13.878928,16.293758,16.293758,11386269
2021-06-11,16.135336,18.444559,15.029057,15.156583,15.156583,28406371
2021-06-12,15.201949,15.217489,13.623948,14.864262,14.864262,7378976
2021-06-13,14.834379,15.267969,14.144310,15.048918,15.048918,4418091
2021-06-14,15.026081,15.641613,14.871349,15.573479,15.573479,4566400
2021-06-15,15.228087,15.871412,14.839539,15.279846,15.279846,5596428
2021-06-16,15.247716,15.535296,14.595702,14.827088,14.827088,4212472
2021-06-17,14.825437,15.983003,14.734801,15.200557,15.200557,8362960
2021-06-18,15.201259,15.481544,13.886504,14.351163,14.351163,4227836
2021-06-19,14.365722,15.473772,14.081883,14.612166,14.612166,4762176
2021-06-20,14.605346,14.950774,13.563491,14.356244,14.356244,3582806
2021-06-21,14.387216,14.436260,11.653093,11.760557,11.760557,4364372
2021-06-22,11.741083,12.419219,10.788060,11.679108,11.679108,4530273
2021-06-23,11.678813,13.203911,11.474570,12.320356,12.320356,4182611
2021-06-24,12.305602,12.840892,12.113220,12.301015,12.301015,2985501
2021-06-25,12.310084,12.625419,11.441632,11.938503,11.938503,6509553
2021-06-26,11.934966,12.163893,11.051307,11.798739,11.798739,7653366
2021-06-27,11.843771,12.095682,11.546870,12.091826,12.091826,6788763
2021-06-28,12.067973,12.387664,11.832995,12.068257,12.068257,5914619
2021-06-29,12.038758,12.633169,11.974165,12.395860,12.395860,6860338
2021-06-30,12.397399,12.667198,11.909951,12.534586,12.534586,5792858
2021-07-01,12.534274,15.248660,12.127312,13.345330,13.345330,22611022
2021-07-02,13.351829,14.796489,12.922021,13.186705,13.186705,19811505
2021-07-03,13.184080,14.123470,12.911139,13.447949,13.447949,12454163
2021-07-04,13.446819,13.958694,13.295767,13.589345,13.589345,10812458
2021-07-05,13.572992,13.674349,13.262380,13.454247,13.454247,8291179
2021-07-06,13.480512,13.781076,13.309382,13.566264,13.566264,8882595
2021-07-07,13.566997,14.523365,13.553054,14.169777,14.169777,13595590
2021-07-08,14.170807,14.890703,13.459511,13.884588,13.884588,16383350
2021-07-09,13.880028,14.262305,13.569664,14.138541,14.138541,7411892
2021-07-10,14.135965,14.848790,13.939932,14.631497,14.631497,9724399
2021-07-11,14.647777,16.634018,14.610600,15.279685,15.279685,26035904
2021-07-12,15.278995,16.368961,15.024904,16.273092,16.273092,16278093
2021-07-13,16.254778,18.500814,16.039137,17.967020,17.967020,27468544
2021-07-14,17.981125,19.307465,17.139725,19.146149,19.146149,27703946
2021-07-15,19.136061,19.568352,17.275848,17.988655,17.988655,15791260
2021-07-16,17.992552,18.924862,17.306288,17.888100,17.888100,12810808
2021-07-17,17.871857,18.058216,16.705734,17.065134,17.065134,11616674
2021-07-18,17.114849,18.177919,16.829119,17.831432,17.831432,11881353
2021-07-19,17.773436,19.242870,17.363806,18.750980,18.750980,23922983
2021-07-20,18.797707,19.296623,17.062677,18.045315,18.045315,19902066
2021-07-21,18.083189,20.199884,17.860899,19.952982,19.952982,31022042
2021-07-22,20.029392,23.794014,19.758520,22.669622,22.669622,45312833
2021-07-23,22.769474,23.236868,21.266619,22.215891,22.215891,22911554
2021-07-24,22.244162,23.023876,21.544367,21.953289,21.953289,17267768
2021-07-25,21.953135,24.410011,21.447632,23.882813,23.882813,31296932
2021-07-26,23.863848,24.093481,22.777094,23.589487,23.589487,22734602
2021-07-27,23.587946,27.956953,23.480709,24.971695,24.971695,56590689
2021-07-28,25.029566,26.377014,24.317616,26.025267,26.025267,29266980
2021-07-29,26.028734,26.555170,25.597946,26.151476,26.151476,24272950
2021-07-30,26.151937,26.583927,24.714701,25.865553,25.865553,20962719
2021-07-31,25.838070,25.923243,24.578588,25.036451,25.036451,21487190
2021-08-01,24.964300,25.812778,23.015881,23.096125,23.096125,31239176
2021-08-02,23.112181,24.162855,22.465286,23.118349,23.118349,19027770
2021-08-03,23.118650,23.542797,22.104101,22.473808,22.473808,13383578
2021-08-04,22.474356,22.736620,21.931890,22.488167,22.488167,11126473
2021-08-05,22.487303,26.889988,21.967375,24.948912,24.948912,48267618
2021-08-06,24.946354,39.764202,24.374079,34.783752,34.783752,257513959
2021-08-07,34.816936,37.218460,30.742111,30.742111,30.742111,143731847
2021-08-08,30.874950,44.698898,29.224869,41.304718,41.304718,499632439
2021-08-09,41.321190,54.871059,39.738102,49.902985,49.902985,657146813
2021-08-10,49.832249,61.230396,43.288925,43.982735,43.982735,629740306
2021-08-11,44.033054,47.978844,37.284859,38.185997,38.185997,291129832
2021-08-12,37.955696,46.972775,37.321365,41.857292,41.857292,365756030
2021-08-13,41.690239,43.517021,40.265598,40.405895,40.405895,105523753
2021-08-14,40.407951,41.674236,38.377522,38.563095,38.563095,70508894
2021-08-15,38.719971,38.917877,36.302109,36.873222,36.873222,58927819
2021-08-16,36.685390,38.749245,34.317585,34.578945,34.578945,69408983
2021-08-17,34.480072,35.860027,32.014549,32.379177,32.379177,51340939
2021-08-18,32.311401,35.244461,31.419197,33.287144,33.287144,66884397
2021-08-19,33.227879,35.000851,32.799828,33.987720,33.987720,48048185
2021-08-20,34.026615,38.902832,33.699200,34.886578,34.886578,119301012
2021-08-21,34.771286,35.512619,33.819576,34.034321,34.034321,45322348
2021-08-22,34.037739,34.355106,32.765709,33.274441,33.274441,27030487
2021-08-23,33.235958,36.501286,33.039253,34.046963,34.046963,56313728
2021-08-24,34.058727,37.632599,33.580738,35.787395,35.787395,120310750
2021-08-25,35.816750,37.710964,34.602444,35.149574,35.149574,65958748
2021-08-26,35.209606,35.271641,33.453609,33.473225,33.473225,33720412
2021-08-27,33.509365,36.367401,33.014336,34.796261,34.796261,50314071
2021-08-28,34.786263,35.996330,34.786263,35.419609,35.419609,29103912
2021-08-29,35.401218,39.489494,34.059811,34.105846,34.105846,138969701
2021-08-30,34.143860,34.357742,32.533466,32.591396,32.591396,40368867
2021-08-31,32.560158,33.444229,31.641546,32.014740,32.014740,28354777
2021-09-01,31.972324,33.315121,31.516024,32.874199,32.874199,30148894
2021-09-02,32.815105,33.079742,32.403687,32.719650,32.719650,19213490
2021-09-03,32.715492,34.166176,32.286118,33.224419,33.224419,36283521
2021-09-04,33.214169,33.800911,32.669155,33.008465,33.008465,26164479
2021-09-05,32.923763,33.805801,32.701809,33.156677,33.156677,25546575
2021-09-06,33.164749,33.438389,32.789425,32.844440,32.844440,22991917
2021-09-07,32.865345,33.065411,26.040731,28.670923,28.670923,34213703
2021-09-08,28.599403,29.756235,26.443022,28.977163,28.977163,30477950
2021-09-09,28.705017,30.228521,28.655613,29.326897,29.326897,22344431
2021-09-10,29.259373,33.988312,29.259373,31.270721,31.270721,68529040
2021-09-11,31.301704,32.973499,29.858778,30.051699,30.051699,33142087
2021-09-12,30.049417,32.396717,29.874979,31.200338,31.200338,26686093
2021-09-13,31.249973,31.269300,29.106056,29.878517,29.878517,22062584
2021-09-14,29.872890,32.731705,29.723558,32.115437,32.115437,37552845
2021-09-15,32.193588,33.810223,30.514614,30.950083,30.950083,71888195
2021-09-16,30.956923,31.287905,29.923216,30.320208,30.320208,34067777
2021-09-17,30.304043,30.610714,29.520376,29.805166,29.805166,19937755
2021-09-18,29.806202,30.487162,29.596083,29.944033,29.944033,20883629
2021-09-19,29.952625,30.171705,28.194563,28.550976,28.550976,20463233
2021-09-20,28.593678,28.730494,25.235598,25.276293,25.276293,23856650
2021-09-21,25.340410,28.525866,23.853634,25.071896,25.071896,27468704
2021-09-22,25.129011,27.099045,25.082642,26.530952,26.530952,18966860
2021-09-23,26.521969,28.718410,26.217113,27.969683,27.969683,27339327
2021-09-24,27.997250,28.191460,25.044920,26.372534,26.372534,23694958
2021-09-25,26.343330,26.968773,25.837269,26.117222,26.117222,14812448
2021-09-26,26.117413,27.513428,25.089413,27.082674,27.082674,22119995
2021-09-27,27.051247,27.639046,26.461655,26.497730,26.497730,17444751
2021-09-28,26.459839,27.379635,24.238508,24.280294,24.280294,25978963
2021-09-29,24.278143,25.425936,23.736300,24.108379,24.108379,15815885
2021-09-30,24.107454,24.819683,24.010239,24.584440,24.584440,16121147
2021-10-01,24.621895,25.556648,24.474691,25.280848,25.280848,22386047
2021-10-02,25.282511,26.273369,25.042604,25.230474,25.230474,17856256
2021-10-03,25.226645,25.721088,24.707481,24.914833,24.914833,15753334
2021-10-04,24.913549,24.973059,24.216848,24.683249,24.683249,17919634
2021-10-05,24.719822,25.027866,24.329258,24.509502,24.509502,19451660
2021-10-06,24.489977,26.432150,23.734261,24.821772,24.821772,30654510
2021-10-07,24.818848,26.580379,24.560278,25.298447,25.298447,31626441
2021-10-08,25.318426,25.686117,24.514645,24.630680,24.630680,17256751
2021-10-09,24.632113,25.561428,24.502317,25.002695,25.002695,16312014
2021-10-10,24.971590,25.113029,24.080530,24.284063,24.284063,12975904
2021-10-11,24.341745,24.827044,23.836193,24.066803,24.066803,11314572
2021-10-12,24.031818,24.272091,23.644184,24.118919,24.118919,12366347
2021-10-13,24.054523,24.911152,23.861803,24.501675,24.501675,17349167
2021-10-14,24.500622,25.254202,24.320747,24.581390,24.581390,15313783
2021-10-15,24.581041,24.778008,23.559998,23.807142,23.807142,18335332
2021-10-16,23.798813,24.448839,23.621046,24.002161,24.002161,13724500
2021-10-17,24.001589,24.161848,23.214794,23.577736,23.577736,14552684
2021-10-18,23.577625,24.191196,23.141630,23.728317,23.728317,13593109
2021-10-19,23.680252,24.211769,23.150368,23.372814,23.372814,14500182
2021-10-20,23.354433,23.940540,23.172379,23.774446,23.774446,15445990
2021-10-21,23.766794,24.484123,23.003042,23.080233,23.080233,20788445
2021-10-22,23.080507,23.488491,22.641832,22.847038,22.847038,14765487
2021-10-23,22.848415,23.152388,22.694939,22.930885,22.930885,9412662
2021-10-24,22.930262,22.987623,22.247709,22.356812,22.356812,10163274
2021-10-25,22.355597,23.010015,22.236212,22.746977,22.746977,14192379
2021-10-26,22.745262,23.277224,22.397007,22.468748,22.468748,14254085
2021-10-27,22.470255,22.893009,20.177580,20.177580,20.177580,16267734
2021-10-28,20.192106,21.141499,20.074640,20.631907,20.631907,12150203
2021-10-29,20.632763,21.513660,20.603874,21.029980,21.029980,11921957
2021-10-30,21.067997,21.131754,20.445765,20.842590,20.842590,12934257
2021-10-31,20.827719,20.962404,20.124382,20.370407,20.370407,10703851
2021-11-01,20.397997,21.864370,20.065107,21.008904,21.008904,15410511
2021-11-02,21.048212,21.529045,20.600124,20.876236,20.876236,12602861
2021-11-03,20.876705,20.886486,20.087271,20.183765,20.183765,10379503
2021-11-04,20.164480,20.370678,19.429865,19.984386,19.984386,12737432
2021-11-05,19.935923,20.377211,19.689098,19.961691,19.961691,11479677
2021-11-06,19.961466,20.320318,19.802023,20.013687,20.013687,9832844
2021-11-07,20.026140,28.306887,19.942234,22.236164,22.236164,133563784
2021-11-08,22.265593,22.283201,20.808828,21.029491,21.029491,30414582
2021-11-09,21.027819,21.271185,20.574486,20.812500,20.812500,16818099
2021-11-10,20.834124,24.436674,20.290628,20.657274,20.657274,42185789
2021-11-11,20.656981,23.071630,20.485741,21.540592,21.540592,26266638
2021-11-12,21.514120,21.944868,20.590445,20.960199,20.960199,17630947
2021-11-13,21.005697,21.342937,20.754414,21.091187,21.091187,13621693
2021-11-14,21.053221,21.229435,20.811108,21.004244,21.004244,13330611
2021-11-15,21.044609,22.424501,20.906178,21.667974,21.667974,23139482
2021-11-16,21.652346,21.724167,19.672607,20.418652,20.418652,17757526
2021-11-17,20.415201,20.570675,19.705297,20.166386,20.166386,14238633
2021-11-18,20.182348,20.245344,18.620663,18.720598,18.720598,13509377
2021-11-19,18.709639,20.435295,18.643702,19.837185,19.837185,15445076
2021-11-20,19.844997,20.365969,19.550392,19.911226,19.911226,15820256
2021-11-21,19.906494,20.062122,19.652029,19.818972,19.818972,14160837
2021-11-22,19.866339,21.865734,19.661491,20.567507,20.567507,34655247
2021-11-23,20.652058,21.211924,19.553885,19.852730,19.852730,20501725
2021-11-24,19.841311,20.513594,18.378616,19.801207,19.801207,18289981
2021-11-25,18.547503,19.173809,18.424553,18.758783,18.758783,20912328
2021-11-26,19.034304,19.126389,17.308580,17.396576,17.396576,12217617
2021-11-27,17.348063,17.983194,17.348063,17.615067,17.615067,9298161
2021-11-28,17.611893,17.807293,16.843292,17.703785,17.703785,8591137
2021-11-29,17.647814,18.196741,17.416763,17.963425,17.963425,8640097
2021-11-30,17.949448,18.294983,17.107777,17.221252,17.221252,11961343
2021-12-01,17.209494,17.745983,16.870180,16.974424,16.974424,11530510
2021-12-02,16.974197,16.995581,16.464025,16.601316,16.601316,9320657
2021-12-03,16.615917,17.706774,16.206511,16.641785,16.641785,12122968
2021-12-04,16.612700,16.638802,13.557481,15.001174,15.001174,11021358
2021-12-05,15.020191,19.332005,14.872078,15.655827,15.655827,49182153
2021-12-06,15.657935,18.365080,14.896232,16.064560,16.064560,30283221
2021-12-07,16.052290,17.140593,15.896092,16.127769,16.127769,15935407
2021-12-08,16.127087,16.334595,15.502035,16.127285,16.127285,8103304
2021-12-09,16.109529,16.591700,15.517700,15.556589,15.556589,11185788
2021-12-10,15.552836,15.915550,15.102468,15.194577,15.194577,8319551
2021-12-11,15.275824,15.809522,15.060555,15.762566,15.762566,8218984
2021-12-12,15.805132,15.982498,15.543683,15.877028,15.877028,8035611
2021-12-13,15.849625,15.872468,14.423110,14.610436,14.610436,7993080
2021-12-14,14.610745,14.816868,14.249674,14.317932,14.317932,7544939
2021-12-15,14.595481,14.907213,14.049182,14.589064,14.589064,6898974
2021-12-16,14.625138,14.887180,14.241354,14.271905,14.271905,7304649
2021-12-17,14.274023,14.580571,13.263673,13.652714,13.652714,7299779
2021-12-18,13.594384,13.894720,13.447035,13.838908,13.838908,4346221
2021-12-19,13.836777,14.307579,13.443997,13.445111,13.445111,6405753
2021-12-20,13.450212,16.070646,12.636247,15.234154,15.234154,17722543
2021-12-21,15.284199,15.970166,14.524203,15.035204,15.035204,12562811
2021-12-22,15.056166,15.991960,15.003368,15.797650,15.797650,7507854
2021-12-23,15.796797,16.903490,15.459413,16.853960,16.853960,10556753
2021-12-24,16.855843,17.517540,16.669964,16.752024,16.752024,7220110
2021-12-25,16.757992,17.450420,16.572317,16.967461,16.967461,9143553
2021-12-26,16.963999,17.112576,16.785484,16.926842,16.926842,5510198
2021-12-27,16.931528,17.841602,16.699221,16.833561,16.833561,7226765
2021-12-28,16.806391,17.387812,15.842536,16.189112,16.189112,12320463
2021-12-29,16.194080,16.530640,15.416126,15.615841,15.615841,8029649
2021-12-30,15.554680,15.598082,15.104680,15.460805,15.460805,7440945
2021-12-31,15.461157,15.708140,15.000672,15.104177,15.104177,5595533
2022-01-01,15.103189,15.430058,15.103189,15.384746,15.384746,4093575
2022-01-02,15.382442,15.591466,15.187776,15.296010,15.296010,4969115
2022-01-03,15.296024,15.551154,15.043002,15.200255,15.200255,5124484
2022-01-04,15.196531,15.435873,14.965647,15.047376,15.047376,5289873
2022-01-05,15.046121,15.391092,14.186509,14.286571,14.286571,5350836
2022-01-06,14.288344,15.096726,14.047933,14.460396,14.460396,8181140
2022-01-07,14.465521,15.516887,13.782918,15.086598,15.086598,9416437
2022-01-08,15.087158,15.155851,14.037102,14.242724,14.242724,10226508
2022-01-09,14.242549,14.510006,14.059561,14.279623,14.279623,7121751
2022-01-10,14.277043,14.463581,13.421168,14.226365,14.226365,6262334
2022-01-11,14.229802,15.130400,14.138186,14.803097,14.803097,9506062
2022-01-12,14.806991,15.479140,14.708040,15.333957,15.333957,5291181
2022-01-13,15.331394,15.354652,14.743348,14.758577,14.758577,5652009
2022-01-14,14.759341,15.082522,14.650736,14.974012,14.974012,6107088
2022-01-15,14.977851,15.213658,14.908540,15.051832,15.051832,5052561
2022-01-16,15.062400,15.400753,14.979078,15.164045,15.164045,5256769
2022-01-17,15.165266,15.352723,14.819733,15.045233,15.045233,7746695
2022-01-18,15.043057,15.100449,14.492249,14.767711,14.767711,4158066
2022-01-19,14.765570,15.033050,14.348346,14.849242,14.849242,5246975
2022-01-20,14.846239,15.226608,14.605712,14.642166,14.642166,3640450
2022-01-21,14.654052,14.663682,13.243345,13.399981,13.399981,7819020
2022-01-22,13.397438,13.861507,12.134833,12.662356,12.662356,6777750
2022-01-23,12.665825,13.363174,12.461209,12.956560,12.956560,6091587
2022-01-24,12.957890,12.964925,11.720234,12.520805,12.520805,6523956
2022-01-25,12.519857,12.565017,12.163475,12.463999,12.463999,6283369
2022-01-26,12.465043,13.308309,12.363710,12.625555,12.625555,7600957
2022-01-27,12.623883,13.192557,12.107849,12.792272,12.792272,6998879
2022-01-28,12.786476,13.153811,12.554915,12.884904,12.884904,6641161
2022-01-29,12.878619,13.365227,12.821625,13.156882,13.156882,7092451
2022-01-30,13.156192,15.563888,13.095751,14.097326,14.097326,23168793
2022-01-31,14.096764,14.904176,13.582315,14.294911,14.294911,10870842
2022-02-01,14.294329,14.549841,14.158399,14.522120,14.522120,6330438
2022-02-02,14.522255,14.532798,13.725346,14.067205,14.067205,7874754
2022-02-03,14.062346,14.676963,14.016609,14.386842,14.386842,5968957
2022-02-04,14.412937,14.984174,14.412111,14.952254,14.952254,5984326
2022-02-05,14.952135,16.363253,14.926320,15.854344,15.854344,9216764
2022-02-06,15.854876,16.588423,15.732601,16.209129,16.209129,9976265
2022-02-07,16.207155,16.448320,16.014847,16.224104,16.224104,8135648
2022-02-08,16.227922,17.760937,15.614747,17.305977,17.305977,16167135
2022-02-09,17.232758,19.819448,17.048754,18.100332,18.100332,37441621
2022-02-10,18.092009,19.491198,17.315063,18.033045,18.033045,19015693
2022-02-11,18.026785,18.486790,16.455957,17.007776,17.007776,16001548
2022-02-12,17.010530,18.974463,16.684195,18.106541,18.106541,18382034
2022-02-13,18.095608,18.469589,17.621593,17.957264,17.957264,13220775
2022-02-14,17.934687,18.366508,17.694477,17.984371,17.984371,15154827
2022-02-15,17.969429,19.158804,17.037231,17.388187,17.388187,30786784
2022-02-16,17.374212,17.384691,16.636753,16.796572,16.796572,14587639
2022-02-17,16.786978,16.846863,15.353537,15.389142,15.389142,8207583
2022-02-18,15.389847,15.978755,15.099617,15.190952,15.190952,31003658
2022-02-19,15.190768,15.841410,14.983438,15.116527,15.116527,48016025
2022-02-20,15.120244,15.223179,14.331621,14.762163,14.762163,45969291
2022-02-21,14.758243,15.317134,13.774915,13.841795,13.841795,42863652
2022-02-22,13.845700,14.494561,13.499959,14.415616,14.415616,22044668
2022-02-23,14.418406,14.955549,14.255254,14.353068,14.353068,11376977
2022-02-24,14.351126,14.467748,12.742314,13.959988,13.959988,15598927
2022-02-25,13.967495,14.893013,13.866893,14.753494,14.753494,12114197
2022-02-26,14.753594,15.019922,14.556856,14.709556,14.709556,11116104
2022-02-27,14.707763,16.022465,14.404095,14.708311,14.708311,20050115
2022-02-28,14.692113,17.333227,14.543965,16.186148,16.186148,44343870
2022-03-01,16.182348,16.469446,15.711651,15.791189,15.791189,18609972
2022-03-02,15.790035,16.949648,15.602351,16.138746,16.138746,19222938
2022-03-03,16.139311,16.694010,15.972267,16.400564,16.400564,16886222
2022-03-04,16.404997,18.702242,16.259623,17.479460,17.479460,34551706
2022-03-05,17.480198,17.972588,17.126097,17.262320,17.262320,18325832
2022-03-06,17.267630,17.840908,16.721306,17.362135,17.362135,14835833
2022-03-07,17.350868,17.872047,16.811995,17.449192,17.449192,19111149
2022-03-08,17.448727,17.768921,15.944064,16.370180,16.370180,16138325
2022-03-09,16.386881,17.237322,14.403538,14.626756,14.626756,39204858
2022-03-10,14.616467,14.685707,13.447100,13.755718,13.755718,27102373
2022-03-11,13.755869,14.227466,13.431059,13.888647,13.888647,20540956
2022-03-12,13.883172,15.086800,13.492267,13.814254,13.814254,34831949
2022-03-13,13.810887,16.197792,13.437977,13.527690,13.527690,42973670
2022-03-14,13.533786,14.190519,12.876056,13.264639,13.264639,21381476
2022-03-15,13.263923,13.320427,12.658692,12.771043,12.771043,13518990
2022-03-16,12.771664,13.275558,12.565840,13.127795,13.127795,11134591
2022-03-17,13.122258,13.273277,12.998635,13.060521,13.060521,6990357
2022-03-18,13.059693,13.193487,12.749475,13.082026,13.082026,7734258
2022-03-19,13.068472,13.277592,12.960275,13.186418,13.186418,8591054
2022-03-20,13.174856,13.485693,12.690649,12.837169,12.837169,9286723
2022-03-21,12.836905,13.113014,12.624883,12.889033,12.889033,10947521
2022-03-22,12.888435,14.031696,12.825827,13.324756,13.324756,18762603
